time_s,centroid_error_m,pointing_error_deg,axis_error_deg,edge_rms_m,edge_max_m,minimum_separation_m,planarity_m,snr_dB,coherent_loss_dB,fixed_plane_snr_dB
2.68,0.0278979211055846,0.77664588063762,0.77664588063762,0.000480590167277669,0.000514129139931985,1.38512651691517,5.13040374369232e-17,92.0320089728348,0.00212395317743326,92.0283145813621
2.7,0.0274735650560317,0.759607055364278,0.759607055364278,0.000473672291262714,0.000493141892246918,1.38514750416286,1.40158786498563e-16,92.0322299490047,0.00203200085000716,92.0281671009836
2.72,0.0270574128223016,0.742848867939615,0.742848867939615,0.00045607371782227,0.000478330206795663,1.38516231584831,4.18333400865849e-16,92.0324537290976,0.0019435696737311,92.0280159447054
2.74,0.0266493417420089,0.726360062104931,0.726360062104931,0.000428493321948646,0.000452302403896709,1.38518834365121,6.04918746141641e-17,92.0326803401299,0.00185849673602542,92.0278607196142
2.76,0.0262492313401655,0.710132661143335,0.710132661143335,0.000391874259620272,0.000416015695678285,1.38522463035942,1.31412221024805e-16,92.0329097913046,0.0017766427056103,92.0277010326713
2.78,0.0258569632735436,0.694161861690138,0.694161861690138,0.000347370378077845,0.000370647885811204,1.38526999816929,2.8888919027333e-17,92.0331420757982,0.00169788937053748,92.0275364909773
2.8,0.0254724212572482,0.678445854058864,0.678445854058864,0.000296314350567903,0.000317561608023542,1.38532308444708,2.68861619758816e-16,92.0333771726386,0.00162213697030458,92.0273667020138
2.82,0.0250954909769452,0.662985575268226,0.662985575268226,0.000240193822035851,0.00025826521288419,1.38538238084222,4.18793529401857e-16,92.0336150486262,0.00154930139744006,92.0271912738675
2.84,0.0247260599914555,0.647784402900274,0.647784402900274,0.000180658915422078,0.000200613759323343,1.38544003229578,4.18256663563384e-16,92.03385566025,0.00147931134620303,92.0270098154415
2.86,0.024364017631191,0.632847799268478,0.632847799268478,0.000119677040450662,0.000143821875773886,1.38549682417933,1.61046131851761e-16,92.0340989555527,0.00141210548528634,92.0268219366607
2.88,0.0240092548980861,0.618182916672216,0.618182916672216,6.0838787207824e-05,8.56463095306736e-05,1.38555499974557,4.08551010907525e-16,92.0343448759045,0.00134762972791292,92.0266272486805
2.9,0.0236616643723615,0.603798175444006,0.603798175444006,3.08286872922273e-05,4.49558698292218e-05,1.38561299456065,2.40370335797945e-17,92.0345933576471,0.00128583466638666,92.0264253641049
2.92,0.0233211401306084,0.589702826793512,0.589702826793512,7.41769100571338e-05,0.000101290456726577,1.38566930837403,4.1641072591813e-16,92.0348443335796,0.00122667322919185,92.0262158972208
2.94,0.0229875776785209,0.575906512846233,0.575906512846233,0.000127070437764247,0.000152743040749304,1.38572253983302,4.67195954995211e-17,92.0350977342625,0.00117009860808434,92.0259984642541
2.96,0.0226608739001858,0.562418835533387,0.562418835533387,0.000176602770053089,0.000198287587592327,1.3857714175162,5.43423645178765e-17,92.0353534891263,0.00111606249022386,92.0257726836496
2.98,0.022340927024366,0.549248945643205,0.549248945643205,0.000220539809528758,0.000243668561587862,1.38581482665852,8.01234452659818e-18,92.0356115273769,0.00106451361758056,92.0255381763757
3,0.0220276366067845,0.536405162160958,0.536405162160958,0.000257721196118785,0.000287439652658872,1.38585183106628,1.01980496663289e-16,92.0358717787009,0.00101539668280115,92.0252945662538
3.02,0.0217209035262259,0.523894630671978,0.523894630671978,0.000287365910017711,0.00032323025577119,1.38588168985369,4.60274150786893e-17,92.0361341737776,0.000968651558458356,92.0250414803068
3.04,0.021420629991341,0.511723028190672,0.511723028190672,0.000308957535832966,0.000350442859179623,1.3859038687706,1.61046131851761e-16,92.0363986446144,0.000924212845463437,92.0247785491237
3.06,0.0211267195545135,0.499894319746312,0.499894319746312,0.000322215452277684,0.000368707291458881,1.38591804603054,2.74415489405283e-16,92.0366651247251,0.00088200971704265,92.0245054072344
